"ANO","COORDENADA_X","COORDENADA_Y","ID_COMPRAVENTA","OBJECTID","point"
"2,012","827,509.56","1,174,892.72","5,048","1","POINT (-75.63596919330914 6.175646947688579)"
"2,012","833,421.97","1,188,798.5","2,400","298","POINT (-75.58256601517768 6.301366243016141)"
"2,012","837,828.13","1,188,794.79","4,824","297","POINT (-75.54275524850168 6.301332534945157)"
"2,012","837,569.66","1,188,762.41","4,830","296","POINT (-75.54509060115252 6.30103989724717)"
"2,012","837,957.69","1,188,694.84","4,458","295","POINT (-75.54158468157607 6.300428889471831)"
"2,012","837,935.44","1,188,692.16","4,459","294","POINT (-75.54178571665422 6.3004046698464)"
"2,012","836,905.7904","1,188,650.3417","4,832","293","POINT (-75.55108885361604 6.300026937906282)"
"2,012","837,997.84","1,188,492.25","4,460","292","POINT (-75.54122199979676 6.298597364283816)"
"2,012","835,266.7692","1,188,257.4842","3,429","291","POINT (-75.565897779154 6.296475500406119)"
"2,012","835,012.13","1,188,253.68","2,726","290","POINT (-75.56819848686715 6.296441099225069)"
"2,012","833,797.3","1,188,250.49","3,152","289","POINT (-75.5791746783962 6.296412077123334)"
"2,012","837,498.67","1,188,229.64","4,828","288","POINT (-75.54573218988115 6.296223429107288)"
"2,012","836,000.83","1,188,199.12","1,292","287","POINT (-75.55926542223669 6.295947831571447)"
"2,012","836,009.17","1,188,175.11","1,291","286","POINT (-75.55919007137766 6.295730769051506)"
"2,012","835,987.67","1,188,123.73","1,294","285","POINT (-75.55938433210007 6.295266271705516)"
"2,012","835,937.8144","1,188,119.7072","1,296","284","POINT (-75.5598347851273 6.295229908202256)"
"2,012","836,606.19","1,188,110.88","4,826","283","POINT (-75.55379591543065 6.295150013802898)"
"2,012","837,829.68","1,188,097.67","1,316","282","POINT (-75.54274151093264 6.295030241119057)"
"2,012","837,010.1722","1,188,006.3446","4,823","281","POINT (-75.5501459043167 6.294204875213989)"
"2,012","834,315.51","1,187,988.3","3,594","280","POINT (-75.57449252105025 6.294041861975376)"
"2,012","837,861.99","1,187,974.14","1,382","279","POINT (-75.54244963338492 6.293913459390169)"
"2,012","835,786.3737","1,187,967.6206","1,527","278","POINT (-75.56120308370824 6.293854985008649)"
"2,012","833,677.32","1,187,945.1","3,585","277","POINT (-75.58025863654159 6.29365117718438)"
"2,012","837,488.2152","1,187,937.496","4,829","276","POINT (-75.54582674698781 6.293582313127366)"
"2,012","837,833.83","1,187,863.89","1,383","275","POINT (-75.5427041047427 6.292916758202254)"
"2,012","836,825.7","1,187,852.51","4,454","274","POINT (-75.55181266914863 6.292814181872235)"
"2,012","835,995.95","1,187,825.83","3,583","273","POINT (-75.5593095498064 6.292573114568805)"
"2,012","832,355.47","1,187,785.4483","3,051","272","POINT (-75.59220163334055 6.292207367637201)"
"2,012","832,376.8","1,187,779.06","3,052","271","POINT (-75.59200891178787 6.29214962433401)"
"2,012","834,428.7321","1,187,725.9583","2,733","270","POINT (-75.57346950620867 6.291670187035)"
"2,012","832,280.8629","1,187,716.3074","3,027","269","POINT (-75.59287568206943 6.291582266010236)"
"2,012","833,911.61","1,187,702.07","3,151","268","POINT (-75.57814174280884 6.291454128890939)"
"2,012","837,317.48","1,187,648.36","4,831","267","POINT (-75.54736944719005 6.290968440919051)"
"2,012","834,755.15","1,187,645.22","2,724","266","POINT (-75.57052028491185 6.290940314482575)"
"2,012","837,703.84","1,187,587.78","4,827","265","POINT (-75.54387867846799 6.290420641772737)"
"2,012","834,378.82","1,187,531.87","2,735","264","POINT (-75.57392043597405 6.289915529835163)"
"2,012","834,610.38","1,187,531.11","3,072","263","POINT (-75.57182827864153 6.289908690739434)"
"2,012","836,507.79","1,187,497.66","4,825","262","POINT (-75.55468508182484 6.289606234026613)"
"2,012","831,988.87","1,187,493.83","3,028","261","POINT (-75.5955137445262 6.289570819000446)"
"2,012","832,357.75","1,187,361.88","3,050","260","POINT (-75.59218083358147 6.288378111712698)"
"2,012","838,306.98","1,187,359.5","1,283","259","POINT (-75.53842937472949 6.288356637978392)"
"2,012","836,666.18","1,187,294.89","4,019","258","POINT (-75.55325406111827 6.287773068092477)"
"2,012","832,830.16","1,187,231.25","3,026","257","POINT (-75.58791254404095 6.287197358438241)"
"2,012","836,079.58","1,187,215.05","4,018","256","POINT (-75.55855401117807 6.287051367082784)"
"2,012","838,224.73","1,187,174.63","1,251","255","POINT (-75.53917258785275 6.286685362809305)"
"2,012","835,424.1037","1,187,089.1958","1,528","254","POINT (-75.5644762438182 6.285913623655659)"
"2,012","832,091.24","1,187,092.2","3,049","253","POINT (-75.59458862057646 6.285939947439814)"
"2,012","835,366.51","1,187,075.05","1,253","252","POINT (-75.5649966020369 6.285785739107477)"
"2,012","835,370.21","1,187,048.34","1,862","251","POINT (-75.56496317256348 6.285544268129334)"
"2,012","833,940.23","1,186,989.91","2,732","250","POINT (-75.5778829989287 6.285015873397649)"
"2,012","833,940.23","1,186,989.91","3,040","249","POINT (-75.5778829989287 6.285015873397649)"
"2,012","835,560.46","1,186,930.05","1,700","248","POINT (-75.56324427113546 6.284474868247862)"
"2,012","837,058.13","1,186,891.29","4,028","247","POINT (-75.54971289170852 6.284124244008029)"
"2,012","835,279.11","1,186,873.09","1,697","246","POINT (-75.56578625644303 6.283959924802156)"
"2,012","835,362.32","1,186,861.36","1,529","245","POINT (-75.56503445807283 6.283853880821325)"
"2,012","836,798.9","1,186,837.67","4,027","244","POINT (-75.55205503487583 6.283639556087589)"
"2,012","835,352.12","1,186,815.32","5,126","243","POINT (-75.5651266143722 6.283437657496451)"
"2,012","835,291.04","1,186,810.88","1,698","242","POINT (-75.56567846861805 6.283397517265491)"
"2,012","835,310.21","1,186,807.91","1,530","241","POINT (-75.56550526874607 6.283370667297553)"
"2,012","835,287.58","1,186,794.92","1,695","240","POINT (-75.56570972929113 6.283253231298364)"
